Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Northeast,Super Sports Store,Components,Road Frames,HL Road Frame,Red,5/26/2008,5/1/2008,1432,758,2,1516
Northeast,Super Sports Store,Components,Road Frames,LL Road Frame,Red,5/17/2008,5/1/2008,337,184,1,184
Northeast,Super Sports Store,Components,Road Frames,HL Road Frame,Red,5/25/2008,5/1/2008,1432,758,2,1516
Northeast,Super Sports Store,Accessories,Helmets,Sport-100,Blue,5/8/2008,5/1/2008,35,20,2,40
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Black,5/23/2008,5/1/2008,783,419,4,1678
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-150,Red,5/14/2008,5/1/2008,3578,2147,4,8588
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-150,Red,5/14/2008,5/1/2008,3578,2147,1,2147
Northwest,Thorough Parts and Repair Services,Components,Road Frames,LL Road Frame,Red,5/30/2008,5/1/2008,337,184,1,184
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-450,Red,5/5/2008,5/1/2008,1458,875,2,1750
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Red,5/24/2008,5/1/2008,783,419,5,2097
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Black,5/27/2008,5/1/2008,783,419,4,1678
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Black,5/18/2008,5/1/2008,783,419,5,2097
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Black,5/8/2008,5/1/2008,35,20,2,40
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-150,Red,5/13/2008,5/1/2008,3578,2147,2,4294
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Black,5/14/2008,5/1/2008,783,419,1,419
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Red,5/9/2008,5/1/2008,783,419,4,1678
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Red,5/8/2008,5/1/2008,783,419,2,839
Northwest,Thorough Parts and Repair Services,Clothing,Caps,Cycling Cap,Multi,5/5/2008,5/1/2008,9,5,2,10
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Red,5/5/2008,5/1/2008,783,419,2,839
Northwest,Thorough Parts and Repair Services,Accessories,Helmets,Sport-100,Blue,5/7/2008,5/1/2008,35,20,2,40
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-150,Red,5/24/2008,5/1/2008,3578,2147,2,4294
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-450,Red,5/9/2008,5/1/2008,1458,875,1,875
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-150,Red,5/25/2008,5/1/2008,3578,2147,2,4294
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-450,Red,5/20/2008,5/1/2008,1458,875,1,875
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Black,5/12/2008,5/1/2008,783,419,3,1258
Northwest,Thorough Parts and Repair Services,Components,Road Frames,LL Road Frame,Black,5/2/2008,5/1/2008,337,179,2,357
Northwest,Thorough Parts and Repair Services,Components,Road Frames,LL Road Frame,Red,5/22/2008,5/1/2008,337,184,2,368
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-650,Red,5/6/2008,5/1/2008,783,419,4,1678
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-450,Red,5/9/2008,5/1/2008,1458,875,3,2624
Northwest,Thorough Parts and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/20/2008,5/1/2008,50,29,1,29
Northwest,Thorough Parts and Repair Services,Bikes,Road Bikes,Road-450,Red,5/7/2008,5/1/2008,1458,875,3,2624
Northwest,Vast Bike Sales and Rental,Bikes,Mountain Bikes,Mountain-100,Black,5/2/2008,5/1/2008,3375,2025,3,6075
Northwest,Vast Bike Sales and Rental,Bikes,Mountain Bikes,Mountain-100,Silver,5/27/2008,5/1/2008,3400,2040,2,4080
Northwest,Vast Bike Sales and Rental,Bikes,Mountain Bikes,Mountain-100,Silver,5/24/2008,5/1/2008,3400,2040,4,8160
Northwest,Vast Bike Sales and Rental,Bikes,Mountain Bikes,Mountain-100,Black,5/18/2008,5/1/2008,3375,2025,2,4050
Northwest,Vast Bike Sales and Rental,Accessories,Helmets,Sport-100,Red,5/23/2008,5/1/2008,35,20,3,61
Northwest,Vast Bike Sales and Rental,Components,Mountain Frames,HL Mountain Frame,Silver,5/23/2008,5/1/2008,1365,723,1,723
Northwest,Vast Bike Sales and Rental,Components,Mountain Frames,HL Mountain Frame,Black,5/5/2008,5/1/2008,1350,715,1,715
Northwest,Vast Bike Sales and Rental,Bikes,Mountain Bikes,Mountain-100,Silver,5/21/2008,5/1/2008,3400,2040,4,8160
Northwest,Vast Bike Sales and Rental,Clothing,Socks,Mountain Bike Socks,White,5/28/2008,5/1/2008,10,6,6,34
Northwest,Vast Bike Sales and Rental,Accessories,Helmets,Sport-100,Blue,5/1/2008,5/1/2008,35,20,4,81
Northwest,Vast Bike Sales and Rental,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/12/2008,5/1/2008,50,29,3,87
Northwest,Vast Bike Sales and Rental,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/17/2008,5/1/2008,50,29,1,29
Northwest,Vast Bike Sales and Rental,Components,Mountain Frames,HL Mountain Frame,Silver,5/28/2008,5/1/2008,1365,723,2,1445
Northwest,Vast Bike Sales and Rental,Clothing,Caps,Cycling Cap,Multi,5/12/2008,5/1/2008,9,5,6,31
Northwest,Vast Bike Sales and Rental,Bikes,Mountain Bikes,Mountain-100,Black,5/25/2008,5/1/2008,3375,2025,2,4050
Southwest,Social Activities Club,Bikes,Road Bikes,Road-450,Red,5/12/2008,5/1/2008,1458,875,1,875
Southwest,Basic Sports Equipment,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/21/2008,5/1/2008,50,29,2,58
Southwest,Basic Sports Equipment,Clothing,Socks,Mountain Bike Socks,White,5/3/2008,5/1/2008,10,6,6,34
Southwest,Basic Sports Equipment,Bikes,Mountain Bikes,Mountain-100,Black,5/19/2008,5/1/2008,3375,2025,1,2025
Southwest,Basic Sports Equipment,Bikes,Mountain Bikes,Mountain-100,Silver,5/21/2008,5/1/2008,3400,2040,1,2040
Southwest,Basic Sports Equipment,Clothing,Caps,Cycling Cap,Multi,5/27/2008,5/1/2008,9,5,2,10
Southwest,Basic Sports Equipment,Bikes,Mountain Bikes,Mountain-100,Black,5/4/2008,5/1/2008,3375,2025,1,2025
Southwest,Basic Sports Equipment,Bikes,Mountain Bikes,Mountain-100,Silver,5/1/2008,5/1/2008,3400,2040,1,2040
Southeast,Tough and Reliable Parts,Bikes,Road Bikes,Road-650,Red,5/29/2008,5/1/2008,783,419,1,419
Southwest,Alpine Ski House,Bikes,Road Bikes,Road-650,Black,5/20/2008,5/1/2008,783,419,2,839
Southwest,Alpine Ski House,Bikes,Road Bikes,Road-650,Red,5/4/2008,5/1/2008,783,419,1,419
Southwest,Alpine Ski House,Bikes,Road Bikes,Road-450,Red,5/17/2008,5/1/2008,1458,875,3,2624
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-650,Red,5/6/2008,5/1/2008,783,419,1,419
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-650,Red,5/14/2008,5/1/2008,783,419,1,419
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-650,Black,5/20/2008,5/1/2008,783,419,3,1258
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-650,Black,5/11/2008,5/1/2008,783,419,2,839
Southeast,Sunny Place Bikes,Clothing,Caps,Cycling Cap,Multi,5/4/2008,5/1/2008,9,5,3,16
Southeast,Sunny Place Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/4/2008,5/1/2008,50,29,3,87
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-650,Red,5/21/2008,5/1/2008,783,419,3,1258
Southeast,Sunny Place Bikes,Bikes,Road Bikes,Road-650,Red,5/17/2008,5/1/2008,783,419,1,419
Northwest,Nonskid Tire Company,Components,Mountain Frames,HL Mountain Frame,Silver,5/19/2008,5/1/2008,1365,723,1,723
Southeast,New Bikes Company,Components,Road Frames,HL Road Frame,Red,5/2/2008,5/1/2008,1432,758,1,758
Northeast,Retail Sales and Service,Accessories,Helmets,Sport-100,Red,5/21/2008,5/1/2008,35,20,4,81
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-150,Red,5/25/2008,5/1/2008,3578,2147,2,4294
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-150,Red,5/19/2008,5/1/2008,3578,2147,1,2147
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-150,Red,5/28/2008,5/1/2008,3578,2147,4,8588
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Red,5/30/2008,5/1/2008,783,419,2,839
Northeast,Retail Sales and Service,Components,Road Frames,LL Road Frame,Red,5/19/2008,5/1/2008,337,184,2,368
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Black,5/25/2008,5/1/2008,783,419,1,419
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-450,Red,5/23/2008,5/1/2008,1458,875,1,875
Northeast,Retail Sales and Service,Clothing,Caps,Cycling Cap,Multi,5/14/2008,5/1/2008,9,5,3,16
Northeast,Retail Sales and Service,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/4/2008,5/1/2008,50,29,3,87
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Black,5/29/2008,5/1/2008,783,419,1,419
Northeast,Retail Sales and Service,Components,Road Frames,LL Road Frame,Red,5/9/2008,5/1/2008,337,184,1,184
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-450,Red,5/24/2008,5/1/2008,1458,875,3,2624
Northeast,Retail Sales and Service,Accessories,Helmets,Sport-100,Blue,5/18/2008,5/1/2008,35,20,2,40
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Red,5/12/2008,5/1/2008,783,419,1,419
Northeast,Retail Sales and Service,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/21/2008,5/1/2008,50,29,3,87
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Red,5/28/2008,5/1/2008,783,419,1,419
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Black,5/26/2008,5/1/2008,783,419,3,1258
Northeast,Retail Sales and Service,Components,Road Frames,LL Road Frame,Black,5/20/2008,5/1/2008,337,179,1,179
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-450,Red,5/17/2008,5/1/2008,1458,875,1,875
Northeast,Retail Sales and Service,Accessories,Helmets,Sport-100,Black,5/2/2008,5/1/2008,35,20,1,20
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Black,5/4/2008,5/1/2008,783,419,1,419
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Red,5/5/2008,5/1/2008,783,419,2,839
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-450,Red,5/4/2008,5/1/2008,1458,875,1,875
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Black,5/11/2008,5/1/2008,783,419,1,419
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-150,Red,5/1/2008,5/1/2008,3578,2147,1,2147
Northeast,Retail Sales and Service,Components,Road Frames,LL Road Frame,Red,5/25/2008,5/1/2008,337,184,3,552
Northeast,Retail Sales and Service,Bikes,Road Bikes,Road-650,Red,5/13/2008,5/1/2008,783,419,2,839
Northeast,Retail Sales and Service,Components,Road Frames,LL Road Frame,Red,5/4/2008,5/1/2008,337,184,1,184
Northwest,Some Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,5/9/2008,5/1/2008,3375,2025,1,2025
Northwest,Some Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,5/2/2008,5/1/2008,3375,2025,1,2025
Northwest,Some Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,5/16/2008,5/1/2008,3375,2025,2,4050
Northwest,Some Discount Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/6/2008,5/1/2008,50,29,1,29
Northwest,Some Discount Store,Bikes,Mountain Bikes,Mountain-100,Silver,5/22/2008,5/1/2008,3400,2040,2,4080
Northwest,Some Discount Store,Bikes,Mountain Bikes,Mountain-100,Silver,5/27/2008,5/1/2008,3400,2040,1,2040
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Silver,5/7/2008,5/1/2008,3400,2040,3,6120
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Black,5/2/2008,5/1/2008,3375,2025,2,4050
Southeast,eCommerce Bikes,Clothing,Socks,Mountain Bike Socks,White,5/22/2008,5/1/2008,10,6,6,34
Southeast,eCommerce Bikes,Components,Mountain Frames,HL Mountain Frame,Silver,5/5/2008,5/1/2008,1365,723,2,1445
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Black,5/15/2008,5/1/2008,3375,2025,2,4050
Southeast,eCommerce Bikes,Components,Mountain Frames,HL Mountain Frame,Silver,5/27/2008,5/1/2008,1365,819,4,3275
Southeast,eCommerce Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/13/2008,5/1/2008,50,29,6,173
Southeast,eCommerce Bikes,Components,Mountain Frames,HL Mountain Frame,Silver,5/23/2008,5/1/2008,1365,723,1,723
Southeast,eCommerce Bikes,Components,Mountain Frames,HL Mountain Frame,Black,5/22/2008,5/1/2008,1350,715,1,715
Southeast,eCommerce Bikes,Accessories,Helmets,Sport-100,Red,5/23/2008,5/1/2008,35,20,5,101
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Silver,5/30/2008,5/1/2008,3400,2040,5,10200
Southeast,eCommerce Bikes,Components,Mountain Frames,HL Mountain Frame,Black,5/5/2008,5/1/2008,1350,810,2,1620
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Silver,5/1/2008,5/1/2008,3400,2040,7,14280
Southeast,eCommerce Bikes,Accessories,Helmets,Sport-100,Black,5/4/2008,5/1/2008,35,20,2,40
Southeast,eCommerce Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/1/2008,5/1/2008,50,29,1,29
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Black,5/23/2008,5/1/2008,3375,1957,12,23490
Southeast,eCommerce Bikes,Clothing,Caps,Cycling Cap,Multi,5/19/2008,5/1/2008,9,5,2,10
Southeast,eCommerce Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/4/2008,5/1/2008,50,29,1,29
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Black,5/18/2008,5/1/2008,3375,2025,6,12150
Southeast,eCommerce Bikes,Components,Mountain Frames,HL Mountain Frame,Black,5/17/2008,5/1/2008,1350,715,2,1429
Southeast,eCommerce Bikes,Accessories,Helmets,Sport-100,Blue,5/1/2008,5/1/2008,35,20,7,141
Southeast,eCommerce Bikes,Bikes,Mountain Bikes,Mountain-100,Silver,5/28/2008,5/1/2008,3400,2040,5,10200
Southeast,Qualified Sales and Repair Services,Components,Road Frames,HL Road Frame,Red,5/24/2008,5/1/2008,1432,758,1,758
Southeast,Qualified Sales and Repair Services,Clothing,Caps,Cycling Cap,Multi,5/10/2008,5/1/2008,9,5,6,31
Southeast,Qualified Sales and Repair Services,Components,Road Frames,LL Road Frame,Black,5/6/2008,5/1/2008,337,179,2,357
Southeast,Qualified Sales and Repair Services,Components,Road Frames,LL Road Frame,Red,5/19/2008,5/1/2008,337,184,3,552
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-150,Red,5/1/2008,5/1/2008,3578,2147,6,12882
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-450,Red,5/27/2008,5/1/2008,1458,875,1,875
Southeast,Qualified Sales and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/26/2008,5/1/2008,50,29,5,144
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Black,5/8/2008,5/1/2008,783,419,2,839
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Red,5/25/2008,5/1/2008,783,419,6,2517
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Red,5/5/2008,5/1/2008,783,419,5,2097
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-450,Red,5/25/2008,5/1/2008,1458,875,1,875
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-150,Red,5/6/2008,5/1/2008,3578,2147,2,4294
Southeast,Qualified Sales and Repair Services,Accessories,Helmets,Sport-100,Blue,5/26/2008,5/1/2008,35,20,2,40
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Red,5/13/2008,5/1/2008,783,419,9,3775
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-450,Red,5/5/2008,5/1/2008,1458,875,5,4374
Southeast,Qualified Sales and Repair Services,Components,Road Frames,LL Road Frame,Red,5/30/2008,5/1/2008,337,184,3,552
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-450,Red,5/26/2008,5/1/2008,1458,875,2,1750
Southeast,Qualified Sales and Repair Services,Accessories,Helmets,Sport-100,Red,5/22/2008,5/1/2008,35,20,4,81
Southeast,Qualified Sales and Repair Services,Components,Road Frames,LL Road Frame,Red,5/4/2008,5/1/2008,337,184,3,552
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Black,5/29/2008,5/1/2008,783,419,2,839
Southeast,Qualified Sales and Repair Services,Components,Road Frames,LL Road Frame,Red,5/8/2008,5/1/2008,337,184,2,368
Southeast,Qualified Sales and Repair Services,Accessories,Helmets,Sport-100,Black,5/7/2008,5/1/2008,35,20,6,121
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Red,5/16/2008,5/1/2008,783,419,5,2097
Southeast,Qualified Sales and Repair Services,Components,Road Frames,HL Road Frame,Red,5/4/2008,5/1/2008,1432,758,1,758
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Black,5/27/2008,5/1/2008,783,419,6,2517
Southeast,Qualified Sales and Repair Services,Components,Road Frames,LL Road Frame,Black,5/28/2008,5/1/2008,337,179,3,536
Southeast,Qualified Sales and Repair Services,Bikes,Road Bikes,Road-650,Red,5/26/2008,5/1/2008,783,419,7,2936
Southeast,Qualified Sales and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/27/2008,5/1/2008,50,29,2,58
Southeast,Qualified Sales and Repair Services,Components,Road Frames,ML Road Frame,Red,5/10/2008,5/1/2008,595,357,3,1071
Southeast,Qualified Sales and Repair Services,Components,Road Frames,LL Road Frame,Black,5/4/2008,5/1/2008,337,179,1,179
Southeast,Qualified Sales and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/10/2008,5/1/2008,50,29,3,87
Southeast,General Associates,Bikes,Road Bikes,Road-150,Red,5/25/2008,5/1/2008,3578,2147,1,2147
Southeast,General Associates,Bikes,Road Bikes,Road-650,Black,5/16/2008,5/1/2008,783,419,3,1258
Southeast,General Associates,Components,Road Frames,LL Road Frame,Red,5/6/2008,5/1/2008,337,184,1,184
Southeast,General Associates,Bikes,Road Bikes,Road-650,Red,5/20/2008,5/1/2008,783,419,1,419
Southeast,General Associates,Bikes,Road Bikes,Road-450,Red,5/27/2008,5/1/2008,1458,875,1,875
Southeast,General Associates,Components,Road Frames,LL Road Frame,Black,5/27/2008,5/1/2008,337,179,1,179
Southeast,General Associates,Bikes,Road Bikes,Road-650,Black,5/28/2008,5/1/2008,783,419,2,839
Southeast,General Associates,Components,Road Frames,LL Road Frame,Red,5/17/2008,5/1/2008,337,184,3,552
Southeast,General Associates,Components,Road Frames,ML Road Frame,Red,5/31/2008,5/1/2008,595,357,1,357
Southeast,General Associates,Components,Road Frames,LL Road Frame,Red,5/17/2008,5/1/2008,337,184,2,368
Southeast,General Associates,Bikes,Road Bikes,Road-450,Red,5/22/2008,5/1/2008,1458,875,3,2624
Southeast,General Associates,Bikes,Road Bikes,Road-650,Black,5/10/2008,5/1/2008,783,419,3,1258
Southeast,General Associates,Components,Road Frames,LL Road Frame,Red,5/13/2008,5/1/2008,337,184,1,184
Southeast,General Associates,Bikes,Road Bikes,Road-150,Red,5/1/2008,5/1/2008,3578,2147,1,2147
Southeast,General Associates,Bikes,Road Bikes,Road-150,Red,5/7/2008,5/1/2008,3578,2147,1,2147
Southeast,General Associates,Bikes,Road Bikes,Road-450,Red,5/24/2008,5/1/2008,1458,875,2,1750
Southeast,General Associates,Bikes,Road Bikes,Road-650,Red,5/14/2008,5/1/2008,783,419,3,1258
Southeast,General Associates,Bikes,Road Bikes,Road-650,Red,5/23/2008,5/1/2008,783,419,1,419
Southeast,General Associates,Components,Road Frames,LL Road Frame,Black,5/1/2008,5/1/2008,337,179,1,179
Southeast,General Associates,Bikes,Road Bikes,Road-150,Red,5/25/2008,5/1/2008,3578,2147,1,2147
Southeast,General Associates,Bikes,Road Bikes,Road-650,Red,5/28/2008,5/1/2008,783,419,1,419
Southeast,General Associates,Bikes,Road Bikes,Road-650,Red,5/8/2008,5/1/2008,783,419,1,419
Northwest,Permanent Finish Products,Clothing,Socks,Mountain Bike Socks,White,5/28/2008,5/1/2008,10,6,9,51
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-100,Silver,5/1/2008,5/1/2008,3400,2040,2,4080
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Silver,5/17/2008,5/1/2008,1365,819,1,819
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-100,Black,5/12/2008,5/1/2008,3375,2025,4,8100
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-100,Silver,5/2/2008,5/1/2008,3400,2040,3,6120
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Black,5/28/2008,5/1/2008,1350,810,2,1620
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Silver,5/25/2008,5/1/2008,1365,723,2,1445
Northwest,Permanent Finish Products,Bikes,Mountain Bikes,Mountain-100,Black,5/16/2008,5/1/2008,3375,2025,5,10125
Northwest,Permanent Finish Products,Components,Mountain Frames,HL Mountain Frame,Black,5/9/2008,5/1/2008,1350,715,1,715
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-450,Red,5/2/2008,5/1/2008,1458,875,6,5249
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-450,Red,5/6/2008,5/1/2008,1458,875,4,3499
Northeast,Lease-a-Bike Shop,Components,Road Frames,LL Road Frame,Red,5/11/2008,5/1/2008,337,184,1,184
Northeast,Lease-a-Bike Shop,Components,Road Frames,LL Road Frame,Red,5/4/2008,5/1/2008,337,184,1,184
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Black,5/7/2008,5/1/2008,783,419,1,419
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Black,5/14/2008,5/1/2008,783,419,2,839
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Black,5/2/2008,5/1/2008,783,419,2,839
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Red,5/28/2008,5/1/2008,783,419,4,1678
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Red,5/12/2008,5/1/2008,783,419,2,839
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Red,5/14/2008,5/1/2008,783,419,2,839
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-450,Red,5/12/2008,5/1/2008,1458,875,2,1750
Northeast,Lease-a-Bike Shop,Components,Road Frames,LL Road Frame,Red,5/27/2008,5/1/2008,337,184,1,184
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Black,5/3/2008,5/1/2008,783,419,3,1258
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Black,5/18/2008,5/1/2008,783,419,1,419
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-650,Red,5/18/2008,5/1/2008,783,419,2,839
Northeast,Lease-a-Bike Shop,Bikes,Road Bikes,Road-150,Red,5/28/2008,5/1/2008,3578,2147,2,4294
Northwest,Brakes and Gears,Bikes,Mountain Bikes,Mountain-100,Silver,5/29/2008,5/1/2008,3400,2040,2,4080
Northwest,Brakes and Gears,Accessories,Helmets,Sport-100,Blue,5/27/2008,5/1/2008,35,20,3,61
Northwest,Brakes and Gears,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/21/2008,5/1/2008,50,29,2,58
Northwest,Brakes and Gears,Components,Mountain Frames,HL Mountain Frame,Silver,5/29/2008,5/1/2008,1365,723,1,723
Northwest,Brakes and Gears,Bikes,Mountain Bikes,Mountain-100,Silver,5/20/2008,5/1/2008,3400,2040,2,4080
Northwest,Brakes and Gears,Accessories,Helmets,Sport-100,Black,5/16/2008,5/1/2008,35,20,4,81
Northwest,Brakes and Gears,Components,Mountain Frames,HL Mountain Frame,Black,5/15/2008,5/1/2008,1350,715,2,1429
Northwest,Brakes and Gears,Accessories,Helmets,Sport-100,Red,5/12/2008,5/1/2008,35,20,2,40
Northwest,Brakes and Gears,Bikes,Mountain Bikes,Mountain-100,Black,5/28/2008,5/1/2008,3375,2025,2,4050
Northwest,Brakes and Gears,Clothing,Caps,Cycling Cap,Multi,5/22/2008,5/1/2008,9,5,2,10
Northwest,Brakes and Gears,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,5/23/2008,5/1/2008,50,29,3,87
Northwest,Brakes and Gears,Bikes,Mountain Bikes,Mountain-100,Silver,5/16/2008,5/1/2008,3400,2040,4,8160
Northwest,Brakes and Gears,Bikes,Mountain Bikes,Mountain-100,Black,5/24/2008,5/1/2008,3375,2025,4,8100
Northwest,Brakes and Gears,Clothing,Socks,Mountain Bike Socks,White,5/31/2008,5/1/2008,10,6,7,40
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Black,7/1/2008,6/1/2008,783,419,2,839
Southwest,Advanced Bike Components,Accessories,Helmets,Sport-100,Blue,6/2/2008,6/1/2008,35,20,2,40
Southwest,Advanced Bike Components,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/23/2008,6/1/2008,50,29,6,173
Southwest,Advanced Bike Components,Accessories,Helmets,Sport-100,Black,6/10/2008,6/1/2008,35,20,7,141
Southwest,Advanced Bike Components,Accessories,Helmets,Sport-100,Red,6/2/2008,6/1/2008,35,20,1,20
Southwest,Advanced Bike Components,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,6/28/2008,6/1/2008,50,29,1,29
Southwest,Advanced Bike Components,Components,Road Frames,LL Road Frame,Red,6/22/2008,6/1/2008,337,184,2,368
Southwest,Advanced Bike Components,Clothing,Caps,Cycling Cap,Multi,6/15/2008,6/1/2008,9,5,6,31
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Red,6/19/2008,6/1/2008,783,419,3,1258
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Black,6/11/2008,6/1/2008,783,419,2,839
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Red,6/8/2008,6/1/2008,783,419,2,839
Southwest,Advanced Bike Components,Components,Road Frames,LL Road Frame,Red,6/1/2008,6/1/2008,337,184,3,552
